country,countrycode,year,pop,urbanpop,urbanpopper,emission,emission1996,emissionpc,emissionpc1996,gdp,gdpmil,gdp1996,gdppc,gdppc1996,gdpgrowth,decoup,consume,eneuse,consumeep,consumeff,consumere,co2inten,epdtloss,manuperc,manuexp,polity,ETS,carbontax
Cyprus,CYP,2000,943286.00 ,647547.00 ,68.65 ,9.17 ,1.13 ,9.72 ,1.05 ,18959184072.00 ,18959.18 ,1.20 ,20099.08 ,1.11 ,5.72,483.41 ,16369.60 ,2265.42 ,3373.31 ,97.86 ,3.10 ,3.24 ,5.58 ,8.94 ,48.70 ,10,0 ,0 
Cyprus,CYP,2001,960282.00 ,660376.00 ,68.77 ,9.27 ,1.14 ,9.65 ,1.04 ,19641840783.00 ,19641.84 ,1.24 ,20454.24 ,1.13 ,3.60,471.70 ,16824.28 ,2201.68 ,3455.24 ,97.83 ,3.05 ,3.24 ,6.56 ,8.55 ,50.10 ,10,0 ,0 
Cyprus,CYP,2002,976966.00 ,671117.00 ,68.69 ,9.46 ,1.17 ,9.69 ,1.04 ,20309487452.00 ,20309.49 ,1.28 ,20788.33 ,1.15 ,3.40,465.99 ,17082.83 ,2193.68 ,3703.30 ,97.78 ,3.18 ,3.28 ,4.41 ,8.58 ,54.74 ,10,0 ,0 
Cyprus,CYP,2003,993563.00 ,681117.00 ,68.55 ,9.92 ,1.22 ,9.99 ,1.07 ,20812323859.00 ,20812.32 ,1.31 ,20947.16 ,1.15 ,2.48,476.83 ,17354.13 ,2346.80 ,3918.22 ,97.81 ,3.26 ,3.32 ,3.92 ,8.27 ,49.23 ,10,0 ,0 
Cyprus,CYP,2004,1010410.00 ,691221.00 ,68.41 ,10.07 ,1.24 ,9.96 ,1.07 ,21763510222.00 ,21763.51 ,1.37 ,21539.29 ,1.19 ,4.57,462.61 ,18355.97 ,2161.63 ,3946.91 ,97.50 ,3.30 ,3.36 ,5.07 ,8.19 ,47.73 ,10,0 ,0 
Cyprus,CYP,2005,1027658.00 ,701562.00 ,68.27 ,10.16 ,1.25 ,9.89 ,1.06 ,22574052491.00 ,22574.05 ,1.42 ,21966.50 ,1.21 ,3.72,450.03 ,18720.01 ,2159.60 ,4099.61 ,97.43 ,3.36 ,3.38 ,3.75 ,7.79 ,46.58 ,10,1 ,0 
Cyprus,CYP,2006,1045509.00 ,712253.00 ,68.12 ,10.43 ,1.28 ,9.98 ,1.07 ,23592183641.00 ,23592.18 ,1.49 ,22565.26 ,1.24 ,4.51,442.05 ,19225.84 ,2207.92 ,4238.13 ,97.51 ,3.51 ,3.37 ,4.75 ,7.04 ,46.35 ,10,1 ,0 
Cyprus,CYP,2007,1063712.00 ,723133.00 ,67.98 ,10.75 ,1.32 ,10.11 ,1.09 ,24729494525.00 ,24729.49 ,1.56 ,23248.30 ,1.28 ,4.82,434.82 ,20745.54 ,2292.23 ,4377.12 ,96.72 ,4.36 ,3.36 ,4.41 ,6.65 ,44.56 ,10,1 ,0 
Cyprus,CYP,2008,1081563.00 ,733722.00 ,67.84 ,10.97 ,1.35 ,10.14 ,1.09 ,25685033799.00 ,25685.03 ,1.62 ,23748.07 ,1.31 ,3.86,426.94 ,21827.54 ,2388.59 ,4554.52 ,96.11 ,5.49 ,3.32 ,3.01 ,6.34 ,48.04 ,10,1 ,0 
Cyprus,CYP,2009,1098076.00 ,743343.00 ,67.70 ,10.70 ,1.32 ,9.74 ,1.05 ,25229779225.00 ,25229.78 ,1.59 ,22976.35 ,1.27 ,-1.77,424.02 ,19899.58 ,2299.81 ,4577.10 ,95.78 ,5.98 ,3.21 ,3.62 ,6.12 ,50.41 ,10,1 ,0 
Cyprus,CYP,2010,1112607.00 ,751577.00 ,67.55 ,10.42 ,1.28 ,9.36 ,1.01 ,25562251656.00 ,25562.25 ,1.61 ,22975.10 ,1.27 ,1.32,407.51 ,20029.97 ,2195.35 ,4585.63 ,95.39 ,6.35 ,3.16 ,4.13 ,5.81 ,50.15 ,10,1 ,0 
Cyprus,CYP,2011,1124835.00 ,758206.00 ,67.41 ,10.14 ,1.25 ,9.02 ,0.97 ,25644356585.00 ,25644.36 ,1.62 ,22798.33 ,1.26 ,0.32,395.56 ,19396.41 ,2105.25 ,4239.73 ,94.89 ,7.42 ,3.14 ,3.25 ,5.21 ,43.35 ,10,1 ,0 
Cyprus,CYP,2012,1135062.00 ,763454.00 ,67.26 ,9.61 ,1.18 ,8.46 ,0.91 ,24860081890.00 ,24860.08 ,1.57 ,21901.96 ,1.21 ,-3.06,386.44 ,18849.58 ,1961.78 ,4035.02 ,94.17 ,8.34 ,3.11 ,2.90 ,4.67 ,43.40 ,10,1 ,0 
Cyprus,CYP,2013,1143896.00 ,767932.00 ,67.13 ,8.83 ,1.09 ,7.72 ,0.83 ,23384894961.00 ,23384.89 ,1.48 ,20443.20 ,1.13 ,-5.93,377.64 ,17781.20 ,1687.79 ,3587.74 ,92.99 ,9.50 ,3.08 ,4.34 ,4.32 ,47.70 ,10,1 ,0 
Cyprus,CYP,2014,1152309.00 ,772266.00 ,67.02 ,9.21 ,1.13 ,7.99 ,0.86 ,23056625342.00 ,23056.63 ,1.45 ,20009.06 ,1.10 ,-1.40,399.32 ,18100.76 ,1712.12 ,3624.90 ,92.91 ,9.36 ,3.07 ,3.98 ,4.65 ,51.36 ,10,1 ,0 
Czech Republic,CZE,1996,10315241.00 ,7686196.00 ,74.51 ,159.59 ,1.00 ,15.47 ,1.00 ,145000000000.00 ,144906.89 ,1.00 ,14056.87 ,1.00 ,4.22,1101.36 ,6940.64 ,4152.94 ,5729.39 ,89.26 ,5.24 ,2.93 ,8.08 ,24.81 ,83.99 ,10,0 ,0 
Czech Republic,CZE,1997,10304131.00 ,7664419.00 ,74.38 ,155.92 ,0.98 ,15.13 ,0.98 ,144000000000.00 ,144045.19 ,0.99 ,13974.98 ,0.99 ,-0.59,1082.46 ,7148.84 ,4184.88 ,5660.06 ,89.55 ,5.65 ,2.95 ,7.92 ,25.85 ,85.45 ,10,0 ,0 
Czech Republic,CZE,1998,10294373.00 ,7643675.00 ,74.25 ,149.94 ,0.94 ,14.56 ,0.94 ,144000000000.00 ,143571.69 ,0.99 ,13988.22 ,1.00 ,-0.33,1044.34 ,7111.81 ,4057.41 ,5604.81 ,88.82 ,5.97 ,2.93 ,7.66 ,25.34 ,88.05 ,10,0 ,0 
Czech Republic,CZE,1999,10283860.00 ,7622397.00 ,74.12 ,140.71 ,0.88 ,13.68 ,0.88 ,146000000000.00 ,145628.84 ,1.00 ,14197.00 ,1.01 ,1.43,966.19 ,7337.46 ,3782.89 ,5493.85 ,87.93 ,6.48 ,2.88 ,7.67 ,25.13 ,88.21 ,10,0 ,0 
Czech Republic,CZE,2000,10255063.00 ,7587516.00 ,73.99 ,149.97 ,0.94 ,14.62 ,0.95 ,152000000000.00 ,151842.45 ,1.05 ,14821.95 ,1.05 ,4.27,987.69 ,7475.91 ,3988.04 ,5703.82 ,89.96 ,5.94 ,3.03 ,6.80 ,25.93 ,88.30 ,10,0 ,0 
Czech Republic,CZE,2001,10216605.00 ,7547721.00 ,73.88 ,149.62 ,0.94 ,14.65 ,0.95 ,156000000000.00 ,156259.19 ,1.08 ,15269.26 ,1.09 ,2.91,957.54 ,7718.25 ,4111.15 ,5892.17 ,89.02 ,6.29 ,2.95 ,6.61 ,26.17 ,89.45 ,10,0 ,0 
Czech Republic,CZE,2002,10196916.00 ,7526242.00 ,73.81 ,145.98 ,0.91 ,14.32 ,0.93 ,159000000000.00 ,158841.36 ,1.10 ,15592.95 ,1.11 ,1.65,919.00 ,7961.91 ,4163.45 ,5894.23 ,86.87 ,7.28 ,2.82 ,6.39 ,24.57 ,88.89 ,10,0 ,0 
Czech Republic,CZE,2003,10193998.00 ,7517054.00 ,73.74 ,149.47 ,0.94 ,14.66 ,0.95 ,165000000000.00 ,164564.40 ,1.14 ,16185.99 ,1.15 ,3.60,908.28 ,8345.00 ,4357.57 ,6074.85 ,84.25 ,6.72 ,2.75 ,6.14 ,24.04 ,90.07 ,10,0 ,0 
Czech Republic,CZE,2004,10197101.00 ,7512306.00 ,73.67 ,150.50 ,0.94 ,14.76 ,0.95 ,173000000000.00 ,172638.85 ,1.19 ,16965.61 ,1.21 ,4.91,871.77 ,8633.03 ,4460.26 ,6230.40 ,83.69 ,7.11 ,2.57 ,6.07 ,25.41 ,90.27 ,10,0 ,0 
Czech Republic,CZE,2005,10211216.00 ,7515659.00 ,73.60 ,148.59 ,0.93 ,14.55 ,0.94 ,184000000000.00 ,183918.16 ,1.27 ,18019.40 ,1.28 ,6.53,807.92 ,8904.62 ,4400.88 ,6357.42 ,83.68 ,7.51 ,2.67 ,6.14 ,25.49 ,88.21 ,10,1 ,0 
Czech Republic,CZE,2006,10238905.00 ,7528974.00 ,73.53 ,150.32 ,0.94 ,14.68 ,0.95 ,197000000000.00 ,196523.03 ,1.36 ,19240.34 ,1.37 ,6.85,764.92 ,9215.94 ,4491.52 ,6528.53 ,82.98 ,7.86 ,2.66 ,5.84 ,25.93 ,88.69 ,9,1 ,0 
Czech Republic,CZE,2007,10298828.00 ,7565828.00 ,73.46 ,151.80 ,0.95 ,14.74 ,0.95 ,208000000000.00 ,207533.52 ,1.43 ,20196.47 ,1.44 ,5.60,731.43 ,9545.85 ,4468.96 ,6518.22 ,83.06 ,8.29 ,2.68 ,5.60 ,25.94 ,90.24 ,9,1 ,0 
Czech Republic,CZE,2008,10384603.00 ,7621676.00 ,73.39 ,147.29 ,0.92 ,14.18 ,0.92 ,213000000000.00 ,213100.15 ,1.47 ,20511.14 ,1.46 ,2.68,691.18 ,9740.41 ,4330.71 ,6489.13 ,81.38 ,8.96 ,2.59 ,5.61 ,24.51 ,87.39 ,9,1 ,0 
Czech Republic,CZE,2009,10443936.00 ,7657912.00 ,73.32 ,138.83 ,0.87 ,13.29 ,0.86 ,203000000000.00 ,202865.86 ,1.40 ,19437.12 ,1.38 ,-4.80,684.32 ,9624.56 ,4034.74 ,6139.35 ,79.63 ,10.21 ,2.55 ,5.49 ,22.86 ,86.72 ,9,1 ,0 
Czech Republic,CZE,2010,10474410.00 ,7673029.00 ,73.25 ,140.56 ,0.88 ,13.42 ,0.87 ,207000000000.00 ,207477.86 ,1.43 ,19762.45 ,1.41 ,2.27,677.47 ,9697.45 ,4237.90 ,6348.42 ,79.63 ,10.92 ,2.51 ,5.23 ,23.44 ,86.44 ,9,1 ,0 
Czech Republic,CZE,2011,10496088.00 ,7681562.00 ,73.18 ,138.82 ,0.87 ,13.23 ,0.85 ,211000000000.00 ,211166.47 ,1.46 ,20102.73 ,1.43 ,1.78,657.40 ,9701.90 ,4077.36 ,6298.73 ,78.58 ,12.12 ,2.50 ,5.07 ,24.44 ,88.46 ,9,1 ,0 
Czech Republic,CZE,2012,10510785.00 ,7684960.00 ,73.11 ,135.36 ,0.85 ,12.88 ,0.83 ,209000000000.00 ,209477.47 ,1.45 ,19884.34 ,1.41 ,-0.80,646.17 ,9570.85 ,4054.09 ,6304.57 ,76.73 ,12.76 ,2.37 ,4.82 ,24.73 ,87.58 ,9,1 ,0 
Czech Republic,CZE,2013,10514272.00 ,7681727.00 ,73.06 ,131.42 ,0.82 ,12.50 ,0.81 ,208000000000.00 ,208464.28 ,1.44 ,19782.63 ,1.41 ,-0.48,630.43 ,9616.87 ,3989.99 ,6284.79 ,75.19 ,13.92 ,2.35 ,4.76 ,24.83 ,88.25 ,9,1 ,0 
Czech Republic,CZE,2014,10525347.00 ,7685503.00 ,73.02 ,127.50 ,0.80 ,12.11 ,0.78 ,214000000000.00 ,214124.33 ,1.48 ,20331.87 ,1.45 ,2.72,595.44 ,9779.43 ,3915.11 ,6258.89 ,74.69 ,14.83 ,2.34 ,4.53 ,26.76 ,88.92 ,9,1 ,0 
Denmark,DEN,1996,5263074.00 ,4473929.00 ,85.01 ,93.31 ,1.00 ,17.73 ,1.00 ,265000000000.00 ,264533.81 ,1.00 ,50350.80 ,1.00 ,2.90,352.73 ,24066.11 ,4170.25 ,6646.69 ,98.53 ,7.26 ,3.29 ,5.97 ,16.47 ,59.36 ,10,0 ,1 
Denmark,DEN,1997,5284991.00 ,4493986.00 ,85.03 ,83.81 ,0.90 ,15.86 ,0.89 ,273000000000.00 ,273159.94 ,1.03 ,51655.72 ,1.03 ,3.26,306.83 ,24672.29 ,3848.16 ,6607.20 ,94.37 ,8.10 ,3.03 ,4.84 ,17.04 ,63.16 ,10,0 ,1 
Denmark,DEN,1998,5304219.00 ,4511769.00 ,85.06 ,79.92 ,0.86 ,15.07 ,0.85 ,279000000000.00 ,279219.07 ,1.06 ,52599.64 ,1.04 ,2.22,286.22 ,25161.13 ,3772.11 ,6504.26 ,92.68 ,8.52 ,2.98 ,5.58 ,17.05 ,64.96 ,10,0 ,1 
Denmark,DEN,1999,5321799.00 ,4528106.00 ,85.09 ,77.50 ,0.83 ,14.56 ,0.82 ,287000000000.00 ,287450.47 ,1.09 ,53929.13 ,1.07 ,2.95,269.61 ,25047.98 ,3602.67 ,6508.51 ,90.89 ,9.07 ,2.88 ,5.06 ,16.71 ,66.22 ,10,0 ,1 
Denmark,DEN,2000,5339616.00 ,4544013.00 ,85.10 ,73.12 ,0.78 ,13.69 ,0.77 ,298000000000.00 ,298220.95 ,1.13 ,55809.26 ,1.11 ,3.75,245.19 ,25060.94 ,3489.61 ,6482.49 ,88.28 ,10.74 ,2.75 ,5.84 ,16.42 ,64.16 ,10,0 ,1 
Denmark,DEN,2001,5358783.00 ,4563004.00 ,85.15 ,74.75 ,0.80 ,13.95 ,0.79 ,301000000000.00 ,300675.76 ,1.14 ,56169.47 ,1.12 ,0.82,248.61 ,25028.34 ,3583.96 ,6490.09 ,88.27 ,11.12 ,2.76 ,6.29 ,16.30 ,65.06 ,10,0 ,1 
Denmark,DEN,2002,5375931.00 ,4582981.00 ,85.25 ,74.02 ,0.79 ,13.77 ,0.78 ,302000000000.00 ,302077.94 ,1.14 ,56176.32 ,1.12 ,0.47,245.03 ,25309.25 ,3535.10 ,6533.75 ,87.99 ,11.87 ,2.74 ,5.32 ,16.22 ,66.50 ,10,0 ,1 
Denmark,DEN,2003,5390574.00 ,4601394.00 ,85.36 ,79.08 ,0.85 ,14.67 ,0.83 ,303000000000.00 ,303256.27 ,1.15 ,56209.23 ,1.12 ,0.39,260.77 ,25577.27 ,3727.83 ,6602.64 ,89.68 ,12.72 ,2.79 ,4.44 ,15.39 ,66.28 ,10,0 ,1 
Denmark,DEN,2004,5404523.00 ,4624434.00 ,85.57 ,73.25 ,0.79 ,13.55 ,0.76 ,311000000000.00 ,311347.73 ,1.18 ,57544.39 ,1.14 ,2.67,235.26 ,26696.80 ,3597.17 ,6615.57 ,85.47 ,14.45 ,2.60 ,4.48 ,14.87 ,65.68 ,10,0 ,1 
Denmark,DEN,2005,5419432.00 ,4652908.00 ,85.86 ,68.93 ,0.74 ,12.72 ,0.72 ,319000000000.00 ,318622.88 ,1.20 ,58862.26 ,1.17 ,2.34,216.34 ,27607.96 ,3487.63 ,6659.00 ,82.19 ,16.13 ,2.49 ,4.21 ,14.16 ,63.00 ,10,1 ,1 
Denmark,DEN,2006,5437272.00 ,4681382.00 ,86.10 ,76.66 ,0.82 ,14.10 ,0.80 ,331000000000.00 ,331090.53 ,1.25 ,60876.12 ,1.21 ,3.91,231.54 ,28328.54 ,3728.17 ,6824.75 ,86.64 ,15.27 ,2.71 ,3.44 ,14.21 ,62.58 ,10,1 ,1 
Denmark,DEN,2007,5461438.00 ,4712839.00 ,86.29 ,72.10 ,0.77 ,13.20 ,0.74 ,334000000000.00 ,334100.99 ,1.26 ,61156.05 ,1.21 ,0.91,215.79 ,28702.12 ,3622.60 ,6668.39 ,82.04 ,17.70 ,2.54 ,4.95 ,14.09 ,64.56 ,10,1 ,1 
Denmark,DEN,2008,5493621.00 ,4751268.00 ,86.49 ,68.45 ,0.73 ,12.46 ,0.70 ,332000000000.00 ,332390.30 ,1.26 ,60433.73 ,1.20 ,-0.51,205.94 ,28673.89 ,3501.51 ,6534.12 ,80.13 ,18.55 ,2.44 ,5.94 ,13.66 ,63.34 ,10,1 ,1 
Denmark,DEN,2009,5523095.00 ,4785983.00 ,86.65 ,65.23 ,0.70 ,11.81 ,0.67 ,316000000000.00 ,316081.49 ,1.19 ,57214.30 ,1.14 ,-4.91,206.38 ,27542.00 ,3329.21 ,6219.70 ,79.58 ,19.34 ,2.42 ,6.50 ,12.88 ,64.62 ,10,1 ,1 
Denmark,DEN,2010,5547683.00 ,4815111.00 ,86.79 ,65.64 ,0.70 ,11.83 ,0.67 ,322000000000.00 ,321995.35 ,1.22 ,58042.25 ,1.15 ,1.87,203.86 ,27634.80 ,3510.80 ,6327.51 ,78.27 ,21.35 ,2.39 ,6.75 ,12.67 ,60.51 ,10,1 ,1 
Denmark,DEN,2011,5570572.00 ,4844002.00 ,86.96 ,60.48 ,0.65 ,10.86 ,0.61 ,326000000000.00 ,326299.70 ,1.23 ,58521.82 ,1.16 ,1.34,185.35 ,27597.16 ,3230.19 ,6165.97 ,74.82 ,23.90 ,2.26 ,6.25 ,12.80 ,60.44 ,10,1 ,1 
Denmark,DEN,2012,5591572.00 ,4872608.00 ,87.14 ,55.66 ,0.60 ,9.95 ,0.56 ,327000000000.00 ,327038.67 ,1.24 ,58480.87 ,1.16 ,0.23,170.18 ,27634.38 ,3091.58 ,6038.55 ,70.86 ,27.28 ,2.11 ,7.00 ,13.24 ,58.13 ,10,1 ,1 
Denmark,DEN,2013,5614932.00 ,4903183.00 ,87.32 ,57.49 ,0.62 ,10.24 ,0.58 ,330000000000.00 ,330091.08 ,1.25 ,58771.86 ,1.17 ,0.93,174.16 ,27596.30 ,3125.34 ,6039.43 ,72.48 ,27.34 ,2.20 ,5.56 ,13.62 ,58.31 ,10,1 ,1 
Denmark,DEN,2014,5643475.00 ,4938153.00 ,87.50 ,53.51 ,0.57 ,9.48 ,0.53 ,335000000000.00 ,335436.49 ,1.27 ,59360.59 ,1.18 ,1.62,159.52 ,27706.98 ,2872.57 ,5858.80 ,68.53 ,30.27 ,2.07 ,6.13 ,13.67 ,61.14 ,10,1 ,1 
Estonia,EST,1996,1415594.00 ,992487.00 ,70.11 ,20.97 ,1.00 ,14.81 ,1.00 ,11066554220.00 ,11066.55 ,1.00 ,7817.60 ,1.00 ,5.32,1894.54 ,3853.06 ,4043.29 ,4556.39 ,27.97 ,19.54 ,3.21 ,19.70 ,18.68 ,68.19 ,6,0 ,0 
Estonia,EST,1997,1399535.00 ,978597.00 ,69.92 ,20.61 ,0.98 ,14.73 ,0.99 ,12372254758.00 ,12372.25 ,1.12 ,8840.26 ,1.13 ,11.80,1665.82 ,4382.94 ,4010.92 ,4811.60 ,27.52 ,19.74 ,3.23 ,16.38 ,19.18 ,65.52 ,6,0 ,0 
Estonia,EST,1998,1386156.00 ,966608.00 ,69.73 ,19.00 ,0.91 ,13.71 ,0.93 ,12881652376.00 ,12881.65 ,1.16 ,9293.08 ,1.19 ,4.12,1474.97 ,4655.50 ,3695.17 ,4733.95 ,31.24 ,17.75 ,3.18 ,18.41 ,16.81 ,67.70 ,6,0 ,0 
Estonia,EST,1999,1390244.00 ,966817.00 ,69.54 ,17.67 ,0.84 ,12.71 ,0.86 ,12771327687.00 ,12771.33 ,1.15 ,9186.39 ,1.18 ,-0.86,1383.88 ,4683.46 ,3462.77 ,4460.37 ,32.21 ,20.07 ,3.15 ,17.79 ,16.15 ,67.51 ,7,0 ,0 
Estonia,EST,2000,1396985.00 ,969061.00 ,69.37 ,17.38 ,0.83 ,12.44 ,0.84 ,14121011169.00 ,14121.01 ,1.28 ,10108.21 ,1.29 ,10.57,1230.58 ,4998.22 ,3374.71 ,4540.49 ,28.65 ,19.84 ,3.15 ,14.58 ,17.30 ,72.82 ,9,0 ,1 
Estonia,EST,2001,1388115.00 ,961159.00 ,69.24 ,17.76 ,0.85 ,12.80 ,0.86 ,15014689086.00 ,15014.69 ,1.36 ,10816.60 ,1.38 ,6.33,1182.97 ,5357.56 ,3541.51 ,4680.45 ,31.87 ,18.94 ,3.17 ,16.08 ,17.98 ,75.21 ,9,0 ,1 
Estonia,EST,2002,1379350.00 ,953352.00 ,69.12 ,17.23 ,0.82 ,12.49 ,0.84 ,15927040858.00 ,15927.04 ,1.44 ,11546.77 ,1.48 ,6.08,1081.62 ,5900.91 ,3415.78 ,4767.46 ,29.59 ,19.42 ,3.16 ,14.79 ,17.71 ,72.42 ,9,0 ,1 
Estonia,EST,2003,1370720.00 ,945646.00 ,68.99 ,19.12 ,0.91 ,13.95 ,0.94 ,17108216227.00 ,17108.22 ,1.55 ,12481.19 ,1.60 ,7.42,1117.36 ,6480.70 ,3798.04 ,5158.60 ,28.31 ,19.83 ,3.29 ,11.73 ,17.69 ,74.48 ,9,0 ,1 
Estonia,EST,2004,1362550.00 ,938279.00 ,68.86 ,19.41 ,0.93 ,14.25 ,0.96 ,18185135023.00 ,18185.14 ,1.64 ,13346.40 ,1.71 ,6.29,1067.57 ,7024.70 ,3893.40 ,5429.53 ,29.25 ,19.99 ,3.26 ,10.79 ,16.93 ,73.28 ,9,0 ,1 
Estonia,EST,2005,1354775.00 ,931205.00 ,68.74 ,19.30 ,0.92 ,14.25 ,0.96 ,19889757107.00 ,19889.76 ,1.80 ,14681.23 ,1.88 ,9.37,970.50 ,7720.01 ,3846.39 ,5531.55 ,30.28 ,18.86 ,3.22 ,10.81 ,16.64 ,70.05 ,9,1 ,1 
Estonia,EST,2006,1346810.00 ,924006.00 ,68.61 ,18.55 ,0.88 ,13.77 ,0.93 ,21932809903.00 ,21932.81 ,1.98 ,16285.01 ,2.08 ,10.27,845.54 ,8748.69 ,3775.04 ,5869.42 ,31.41 ,17.16 ,3.18 ,11.07 ,16.47 ,63.49 ,9,1 ,1 
Estonia,EST,2007,1340680.00 ,918084.00 ,68.48 ,22.33 ,1.06 ,16.65 ,1.12 ,23632206206.00 ,23632.21 ,2.14 ,17627.03 ,2.25 ,7.75,944.81 ,9577.06 ,4243.65 ,6277.41 ,28.60 ,18.57 ,3.29 ,11.11 ,15.93 ,64.70 ,9,1 ,1 
Estonia,EST,2008,1337090.00 ,913914.00 ,68.35 ,20.08 ,0.96 ,15.02 ,1.01 ,22351469215.00 ,22351.47 ,2.02 ,16716.50 ,2.14 ,-5.42,898.51 ,9132.83 ,4105.42 ,6364.57 ,28.07 ,20.19 ,3.19 ,10.68 ,15.48 ,66.23 ,9,1 ,1 
Estonia,EST,2009,1334515.00 ,910446.00 ,68.22 ,16.78 ,0.80 ,12.57 ,0.85 ,19060348608.00 ,19060.35 ,1.72 ,14282.60 ,1.83 ,-14.72,880.26 ,7754.69 ,3648.98 ,5975.95 ,23.29 ,24.09 ,2.99 ,10.09 ,14.13 ,62.39 ,9,1 ,1 
Estonia,EST,2010,1331475.00 ,906655.00 ,68.09 ,21.26 ,1.01 ,15.96 ,1.08 ,19490936349.00 ,19490.94 ,1.76 ,14638.60 ,1.87 ,2.26,1090.56 ,7648.09 ,4222.74 ,6506.32 ,20.57 ,25.13 ,3.22 ,8.08 ,15.69 ,62.45 ,9,1 ,1 
Estonia,EST,2011,1327439.00 ,902194.00 ,67.97 ,21.29 ,1.02 ,16.03 ,1.08 ,20971721297.00 ,20971.72 ,1.90 ,15798.63 ,2.02 ,7.60,1014.94 ,7954.74 ,4237.73 ,6314.41 ,18.88 ,24.98 ,3.31 ,7.36 ,16.57 ,63.67 ,9,1 ,1 
Estonia,EST,2012,1322696.00 ,897251.00 ,67.84 ,20.23 ,0.96 ,15.30 ,1.03 ,21875027648.00 ,21875.03 ,1.98 ,16538.21 ,2.12 ,4.31,924.84 ,8328.43 ,4174.39 ,6689.37 ,19.56 ,24.91 ,3.19 ,7.35 ,15.91 ,63.92 ,9,1 ,1 
Estonia,EST,2013,1317997.00 ,892561.00 ,67.72 ,21.94 ,1.05 ,16.65 ,1.12 ,22298647062.00 ,22298.65 ,2.01 ,16918.59 ,2.16 ,1.94,984.05 ,8648.05 ,4623.28 ,6664.66 ,17.20 ,24.48 ,3.26 ,6.80 ,15.55 ,68.31 ,9,1 ,1 
Estonia,EST,2014,1314545.00 ,888922.00 ,67.62 ,21.20 ,1.01 ,16.13 ,1.09 ,22943236498.00 ,22943.24 ,2.07 ,17453.37 ,2.23 ,2.89,924.19 ,8962.79 ,4592.62 ,6732.37 ,14.49 ,25.33 ,3.23 ,6.77 ,16.16 ,66.82 ,9,1 ,1 
Finland,FIN,1996,5124573.00 ,4162332.00 ,81.22 ,78.56 ,1.00 ,15.33 ,1.00 ,169000000000.00 ,169413.75 ,1.00 ,32978.36 ,1.00 ,3.66,463.74 ,17346.88 ,6070.21 ,13721.92 ,55.65 ,26.87 ,1.97 ,3.91 ,24.49 ,83.35 ,10,0 ,1 
Finland,FIN,1997,5139835.00 ,4187218.00 ,81.47 ,77.19 ,0.98 ,15.02 ,0.98 ,180000000000.00 ,180005.18 ,1.06 ,35020.58 ,1.06 ,6.25,428.80 ,17887.00 ,6276.95 ,14454.94 ,53.27 ,28.83 ,1.86 ,3.66 ,24.98 ,83.41 ,10,0 ,1 
Finland,FIN,1998,5153498.00 ,4210769.00 ,81.71 ,73.54 ,0.94 ,14.27 ,0.93 ,190000000000.00 ,189776.78 ,1.12 ,36868.16 ,1.12 ,5.43,387.51 ,18689.21 ,6319.33 ,14846.42 ,51.50 ,30.50 ,1.75 ,4.22 ,26.37 ,85.85 ,10,0 ,1 
Finland,FIN,1999,5165474.00 ,4232899.00 ,81.95 ,72.98 ,0.93 ,14.13 ,0.92 ,198000000000.00 ,198210.72 ,1.17 ,38331.43 ,1.16 ,4.44,368.21 ,19279.44 ,6283.96 ,15075.87 ,50.79 ,30.24 ,1.71 ,3.90 ,26.23 ,85.46 ,10,0 ,1 
Finland,FIN,2000,5176209.00 ,4253964.00 ,82.18 ,71.08 ,0.90 ,13.73 ,0.90 ,209000000000.00 ,209379.59 ,1.24 ,40377.04 ,1.22 ,5.63,339.46 ,19616.35 ,6262.19 ,15305.41 ,49.87 ,31.67 ,1.62 ,3.76 ,27.64 ,84.90 ,10,0 ,1 
Finland,FIN,2001,5188008.00 ,4273258.00 ,82.37 ,76.46 ,0.97 ,14.74 ,0.96 ,215000000000.00 ,214783.24 ,1.27 ,41441.72 ,1.26 ,2.58,355.99 ,20133.62 ,6410.63 ,15709.88 ,50.41 ,29.24 ,1.72 ,3.95 ,26.85 ,85.52 ,10,0 ,1 
Finland,FIN,2002,5200598.00 ,4290649.00 ,82.50 ,78.86 ,1.00 ,15.16 ,0.99 ,218000000000.00 ,218392.30 ,1.29 ,41918.26 ,1.27 ,1.68,361.07 ,20613.57 ,6728.58 ,16140.07 ,51.44 ,29.51 ,1.76 ,3.93 ,26.12 ,84.92 ,10,0 ,1 
Finland,FIN,2003,5213014.00 ,4307931.00 ,82.64 ,86.39 ,1.10 ,16.57 ,1.08 ,223000000000.00 ,222747.00 ,1.31 ,42777.56 ,1.30 ,1.99,387.83 ,21437.43 ,7077.03 ,16445.57 ,54.49 ,28.34 ,1.87 ,4.09 ,25.18 ,84.20 ,10,0 ,1 
Finland,FIN,2004,5228172.00 ,4327463.00 ,82.77 ,82.78 ,1.05 ,15.83 ,1.03 ,231000000000.00 ,231492.18 ,1.37 ,44183.70 ,1.34 ,3.93,357.61 ,22148.17 ,7134.85 ,16777.57 ,53.42 ,31.09 ,1.80 ,3.49 ,24.65 ,83.37 ,10,0 ,1 
